"","spam","to_multiple","from","cc","sent_email","image","attach","dollar","winner","inherit","password","num_char","line_breaks","format","re_subj","exclaim_subj","urgent_subj","exclaim_mess","number"
"957",0,"no","yes","no","no","no","no","no","no","no","no",0.774,24,"Plain","no","no","no",0,"none"
"958",0,"no","yes","no","no","no","no","no","no","no","no",0.77,24,"Plain","no","no","no",0,"none"
"959",0,"yes","yes","no","no","no","no","no","no","no","no",0.383,12,"Plain","no","yes","no",1,"small"
"960",0,"yes","yes","no","no","no","no","no","no","no","no",25.071,331,"Plain","no","no","no",1,"big"
"961",0,"no","yes","no","no","no","no","no","no","no","no",0.34,12,"Plain","no","no","no",0,"none"
"962",0,"yes","yes","no","no","no","no","no","no","no","no",0.478,9,"Plain","no","no","no",1,"small"
"963",0,"no","yes","no","no","no","no","no","no","no","no",0.413,19,"Plain","no","no","no",1,"none"
"964",0,"yes","yes","no","no","no","no","no","no","no","no",1.024,18,"Plain","no","no","no",0,"small"
"965",0,"no","yes","no","no","no","no","no","no","no","no",24.289,620,"HTML","no","no","no",1,"small"
"966",0,"no","yes","no","no","no","no","no","no","no","no",24.837,629,"HTML","no","no","no",1,"small"
"967",0,"yes","yes","no","no","no","no","no","no","no","no",1.727,38,"Plain","no","no","no",0,"big"
"968",0,"no","yes","no","no","no","no","no","no","no","no",25.757,645,"HTML","no","no","no",1,"small"
"969",0,"no","yes","yes","yes","no","no","yes","no","no","no",23.308,477,"HTML","yes","no","no",12,"small"
"970",0,"no","yes","no","no","no","no","no","no","no","no",26.954,665,"HTML","no","no","no",1,"small"
"971",0,"no","yes","no","no","no","no","no","no","no","no",26.588,659,"HTML","no","no","no",1,"small"
"972",0,"no","yes","no","no","no","no","no","no","no","no",27.971,685,"HTML","no","no","no",1,"small"
"973",0,"no","yes","no","no","no","no","no","no","no","no",6.927,117,"HTML","no","no","no",1,"small"
"974",0,"no","yes","no","no","no","no","no","no","no","no",27.998,685,"HTML","no","no","no",1,"small"
"975",0,"yes","yes","no","no","no","no","no","no","no","no",1.017,16,"HTML","no","no","no",0,"big"
"976",0,"yes","yes","no","no","no","no","no","no","no","no",1.128,18,"HTML","no","no","no",0,"big"
"977",0,"yes","yes","no","no","no","no","no","no","no","no",1.102,18,"HTML","no","no","no",0,"big"
"978",0,"yes","yes","no","no","no","no","no","no","no","no",1.07,18,"HTML","no","no","no",0,"big"
"979",0,"yes","yes","no","no","no","no","no","no","no","no",1.01,18,"HTML","no","no","no",0,"big"
"980",0,"yes","yes","no","no","no","no","no","no","no","no",0.957,16,"HTML","no","no","no",0,"big"
"981",0,"yes","yes","no","yes","no","no","no","no","no","no",61.328,1764,"HTML","no","no","no",32,"big"
"982",0,"no","yes","no","no","no","no","no","no","no","no",4.556,82,"HTML","no","no","no",3,"small"
"983",0,"no","yes","no","no","no","no","no","no","no","no",4.886,86,"HTML","no","no","no",1,"small"
"984",0,"no","yes","no","no","no","no","no","no","no","no",4.508,82,"HTML","no","no","no",1,"small"
"985",0,"no","yes","no","no","no","no","no","no","no","no",4.674,84,"HTML","no","no","no",1,"small"
"986",0,"no","yes","no","no","no","no","no","no","no","no",4.622,83,"HTML","no","no","no",1,"small"
"987",0,"no","yes","no","no","no","no","no","no","no","no",4.514,82,"HTML","no","no","no",1,"small"
"988",0,"no","yes","no","no","no","no","yes","no","no","no",13.998,198,"HTML","no","yes","no",8,"small"
"989",0,"no","yes","no","no","no","no","no","no","no","no",28.119,689,"HTML","no","no","no",1,"small"
"990",0,"no","yes","no","no","no","no","no","no","no","no",4.538,82,"HTML","no","no","no",1,"small"
"991",0,"no","yes","no","no","no","no","no","no","no","no",28.638,696,"HTML","no","no","no",2,"small"
"992",0,"no","yes","no","no","no","no","no","no","no","no",15.717,330,"HTML","no","no","no",19,"big"
"993",0,"no","yes","no","no","no","no","no","no","no","no",4.603,82,"HTML","no","no","no",1,"small"
"994",0,"no","yes","no","no","no","no","no","no","no","no",22.012,395,"HTML","no","no","no",0,"small"
"995",0,"no","yes","no","no","no","no","yes","no","no","no",0.87,23,"Plain","no","no","no",0,"big"
"996",0,"no","yes","yes","yes","no","yes","no","no","yes","no",0.851,24,"HTML","no","no","no",2,"small"
"997",0,"no","yes","no","no","no","no","no","no","no","yes",8.752,201,"HTML","no","no","no",1,"small"
"998",0,"no","yes","no","no","no","no","yes","no","yes","no",11.577,266,"HTML","no","no","no",7,"small"
"999",0,"no","yes","yes","yes","no","yes","yes","no","no","no",7.33,189,"HTML","no","no","no",2,"big"
"1000",0,"no","yes","no","no","no","no","yes","no","no","no",36.22,541,"HTML","no","no","no",11,"small"
"1001",0,"no","yes","no","no","no","no","no","no","no","no",3.517,51,"Plain","no","no","no",1,"small"
"1002",0,"no","yes","yes","yes","no","no","no","no","yes","no",1.44,43,"HTML","yes","no","no",6,"small"
"1003",0,"yes","yes","no","no","no","no","no","no","no","no",9.014,119,"Plain","no","no","no",0,"small"
"1004",0,"no","yes","no","no","no","no","no","no","no","yes",19.343,327,"HTML","no","no","no",11,"small"
"1005",0,"no","yes","no","no","no","no","no","no","no","yes",8.752,201,"HTML","no","no","no",1,"small"
"1006",0,"no","yes","no","no","no","no","no","no","no","yes",8.752,201,"HTML","no","no","no",1,"small"
"1007",0,"no","yes","yes","yes","no","no","yes","no","no","no",9.446,273,"HTML","yes","no","no",4,"big"
"1008",0,"yes","yes","yes","yes","no","no","yes","no","no","no",13.925,423,"HTML","yes","no","no",9,"small"
"1009",0,"yes","yes","yes","yes","no","no","yes","no","no","no",20.662,420,"HTML","yes","no","no",4,"big"
"1010",0,"no","yes","no","no","no","no","no","no","no","no",9.682,239,"HTML","no","no","no",2,"big"
"1011",0,"no","yes","no","no","no","no","no","no","no","no",4.516,82,"HTML","no","no","no",1,"small"
"1012",0,"yes","yes","no","no","no","yes","no","no","no","no",0.302,8,"Plain","no","no","no",0,"none"
"1013",0,"no","yes","no","yes","no","no","no","no","no","no",0.605,18,"HTML","yes","no","no",2,"small"
"1014",0,"no","yes","no","yes","no","no","yes","no","no","no",59.007,1643,"HTML","no","no","no",41,"big"
"1015",0,"no","yes","no","no","no","no","no","no","no","no",34.056,801,"HTML","no","no","no",26,"small"
"1016",0,"no","yes","no","yes","no","no","no","no","no","no",3.021,69,"HTML","yes","no","no",0,"small"
"1017",0,"yes","yes","no","no","no","no","no","no","no","no",1.059,17,"Plain","no","no","no",1,"small"
"1018",0,"yes","yes","no","no","no","no","yes","no","no","no",1.325,42,"Plain","no","no","no",0,"small"
"1019",0,"no","yes","no","no","no","no","no","no","no","no",0.145,6,"Plain","no","no","no",0,"none"
"1020",0,"no","yes","no","yes","no","no","no","no","no","no",4.79,94,"HTML","yes","no","no",4,"small"
"1021",0,"no","yes","no","no","no","no","yes","no","no","no",45.766,715,"HTML","no","no","no",2,"small"
"1022",0,"no","yes","no","no","no","no","no","no","no","no",9.694,99,"HTML","no","no","no",0,"small"
"1023",0,"no","yes","no","yes","no","no","no","no","no","no",7.787,116,"HTML","yes","no","no",0,"none"
"1024",0,"no","yes","no","yes","no","no","no","no","no","no",0.297,5,"Plain","yes","no","no",0,"none"
"1025",0,"no","yes","no","yes","no","no","no","no","no","no",10.283,190,"HTML","yes","no","no",6,"small"
"1026",0,"no","yes","no","yes","no","no","no","no","no","no",1.637,37,"HTML","yes","no","no",2,"small"
"1027",0,"no","yes","no","no","no","no","yes","no","no","no",7.491,270,"HTML","no","no","no",8,"small"
"1028",0,"yes","yes","no","no","no","no","no","no","no","no",0.559,15,"Plain","no","no","no",0,"small"
"1029",0,"no","yes","no","yes","no","no","no","yes","no","no",13.339,175,"Plain","yes","no","no",1,"small"
"1030",0,"yes","yes","yes","no","no","no","no","no","no","no",0.539,19,"Plain","yes","no","no",0,"small"
"1031",0,"yes","yes","yes","no","no","no","no","no","no","no",1.37,40,"Plain","yes","no","no",0,"small"
"1032",0,"no","yes","no","yes","no","no","no","no","no","no",0.23,4,"HTML","no","no","no",0,"none"
"1033",0,"no","yes","no","yes","no","no","no","no","no","no",0.926,18,"HTML","yes","no","no",0,"small"
"1034",0,"yes","yes","yes","no","no","no","no","no","no","no",2.18,57,"Plain","yes","no","no",0,"small"
"1035",0,"no","yes","no","no","no","no","no","no","no","no",2.724,82,"HTML","no","no","no",5,"small"
"1036",0,"no","yes","no","no","yes","yes","no","no","no","no",9.728,312,"HTML","no","no","no",7,"small"
"1037",0,"yes","yes","no","no","no","no","no","no","no","no",0.212,8,"Plain","no","no","no",1,"small"
"1038",0,"no","yes","no","yes","no","no","no","no","no","no",2.385,48,"HTML","no","no","no",0,"none"
"1039",0,"no","yes","no","no","no","no","no","no","no","no",1.025,33,"Plain","no","no","no",1,"small"
"1040",0,"no","yes","no","yes","no","no","no","no","no","no",4.6,77,"HTML","yes","no","no",2,"small"
"1041",0,"no","yes","no","yes","no","no","no","no","no","no",6.788,113,"HTML","yes","no","no",2,"small"
"1042",0,"no","yes","no","no","no","no","no","no","no","no",0.404,10,"Plain","no","no","no",0,"none"
"1043",0,"yes","yes","no","yes","no","no","no","no","no","no",19.154,623,"HTML","no","no","no",17,"big"
"1044",0,"no","yes","no","no","no","yes","no","no","no","no",3.057,63,"Plain","no","no","no",0,"big"
"1045",0,"no","yes","no","no","no","no","no","no","no","no",4.323,113,"HTML","no","no","no",1,"small"
"1046",0,"no","yes","no","no","no","no","yes","no","no","no",1.222,32,"Plain","no","no","no",0,"small"
"1047",0,"no","yes","no","no","no","no","yes","no","no","no",4.33,87,"Plain","no","no","no",1,"small"
"1048",0,"no","yes","no","no","no","no","yes","no","no","no",57.241,929,"HTML","no","no","no",3,"small"
"1049",0,"no","yes","no","no","no","no","no","no","no","no",34.158,412,"HTML","no","no","no",8,"small"
"1050",0,"no","yes","no","no","no","no","yes","no","yes","no",13.561,305,"HTML","no","no","no",8,"small"
"1051",0,"no","yes","no","no","no","no","yes","no","no","yes",41.623,1088,"HTML","no","no","no",43,"small"
"1052",0,"no","yes","no","no","no","no","no","no","no","no",10.824,353,"HTML","no","no","no",2,"small"
"1053",0,"no","yes","no","no","no","no","no","no","no","no",16.767,310,"HTML","no","no","no",58,"small"
"1054",0,"yes","yes","no","no","no","no","no","no","no","no",36.004,460,"Plain","no","no","no",0,"big"
"1055",0,"yes","yes","no","no","no","no","no","no","no","no",0.754,16,"Plain","no","yes","no",2,"small"
"1056",0,"no","yes","no","no","no","no","no","no","no","no",24.255,620,"HTML","no","no","no",1,"small"
"1057",0,"yes","yes","no","no","no","no","no","no","no","no",5.627,134,"HTML","no","no","no",5,"big"
"1058",0,"no","yes","no","no","no","no","yes","no","yes","no",7.911,190,"HTML","no","no","no",5,"small"
"1059",0,"no","yes","no","no","no","no","no","no","no","no",24.317,620,"HTML","no","no","no",1,"small"
"1060",0,"yes","yes","yes","no","no","no","no","no","no","no",9.94,147,"Plain","no","no","no",0,"small"
"1061",0,"no","yes","no","yes","no","no","no","no","no","no",4.348,88,"HTML","yes","no","no",6,"small"
"1062",0,"no","yes","no","no","no","no","no","no","no","no",24.222,620,"HTML","no","no","no",1,"small"
"1063",0,"no","yes","no","no","no","no","no","no","no","yes",8.28,204,"HTML","no","no","no",1,"small"
"1064",0,"no","yes","no","yes","no","no","no","no","no","no",2.456,37,"HTML","yes","no","no",4,"big"
"1065",0,"no","yes","yes","yes","no","no","no","no","no","no",19.536,618,"HTML","yes","no","no",15,"big"
"1066",0,"yes","yes","no","no","no","no","no","no","no","no",4.263,50,"Plain","no","no","no",0,"small"
"1067",0,"no","yes","yes","no","no","no","no","no","no","no",12.77,302,"HTML","yes","no","no",0,"big"
"1068",0,"no","yes","no","no","no","no","no","no","no","no",25.156,635,"HTML","no","no","no",1,"small"
"1069",0,"no","yes","yes","yes","no","no","no","no","no","no",40.771,1278,"Plain","yes","no","no",2,"small"
"1070",0,"yes","yes","no","no","no","no","no","no","no","no",0.342,8,"Plain","no","yes","no",0,"none"
"1071",0,"no","yes","yes","yes","no","no","no","no","no","no",26.18,845,"HTML","yes","no","no",25,"big"
"1072",0,"no","yes","no","no","no","no","no","no","no","no",3.57,96,"HTML","no","no","no",1,"small"
"1073",0,"no","yes","yes","yes","no","no","yes","no","no","no",20.49,526,"HTML","yes","no","no",12,"small"
"1074",0,"no","yes","no","yes","no","no","no","no","no","no",0.144,6,"HTML","no","no","no",0,"none"
"1075",0,"yes","yes","no","no","no","no","no","no","no","no",6.032,91,"Plain","no","no","no",1,"small"
"1076",0,"no","yes","yes","yes","no","no","no","no","no","no",5.248,111,"HTML","yes","no","no",4,"small"
"1077",0,"no","yes","no","yes","no","no","no","no","no","no",1.389,34,"HTML","yes","no","no",0,"small"
"1078",0,"yes","yes","no","no","no","yes","no","no","no","no",6.436,202,"HTML","no","no","no",10,"small"
"1079",0,"no","yes","no","yes","no","no","no","no","no","no",0.748,24,"HTML","yes","no","no",2,"small"
"1080",0,"no","yes","no","no","no","no","yes","no","no","no",10.308,165,"HTML","no","yes","no",6,"small"
"1081",0,"no","yes","yes","yes","no","no","yes","no","no","no",35.221,1104,"HTML","yes","no","no",17,"big"
"1082",0,"no","yes","no","yes","no","no","no","no","no","no",4.621,90,"HTML","no","no","no",4,"small"
"1083",0,"no","yes","no","no","no","no","no","no","no","yes",8.28,204,"HTML","no","no","no",1,"small"
"1084",0,"no","yes","no","no","no","no","no","no","no","yes",8.28,204,"HTML","no","no","no",1,"small"
"1085",0,"no","yes","no","no","no","no","yes","no","no","no",9.288,310,"HTML","no","no","no",3,"small"
"1086",0,"no","yes","yes","yes","no","no","no","no","no","no",1.646,35,"HTML","no","yes","no",4,"none"
"1087",0,"no","yes","no","yes","no","no","no","no","no","no",6.778,93,"HTML","yes","no","no",4,"small"
"1088",0,"no","yes","no","yes","no","no","no","no","no","no",12.985,347,"HTML","yes","yes","no",34,"small"
"1089",0,"no","yes","no","yes","no","no","no","no","no","no",8.512,136,"HTML","yes","no","no",4,"small"
"1090",0,"no","yes","no","no","no","no","yes","no","no","no",1.249,32,"Plain","no","no","no",0,"small"
"1091",0,"no","yes","no","no","no","no","yes","no","no","no",4.492,87,"Plain","no","no","no",1,"small"
"1092",0,"no","yes","no","yes","no","no","no","no","no","no",17.533,614,"HTML","yes","no","no",8,"small"
"1093",0,"no","yes","no","yes","no","no","no","no","no","no",0.498,15,"HTML","no","no","no",0,"small"
"1094",0,"no","yes","no","yes","no","no","no","no","no","no",1.654,47,"HTML","yes","no","no",0,"small"
"1095",0,"no","yes","no","no","no","no","yes","no","no","no",17.188,578,"HTML","no","no","no",3,"small"
"1096",0,"no","yes","no","no","no","no","no","no","no","no",11.103,259,"HTML","no","no","no",3,"small"
"1097",0,"no","yes","no","no","no","no","no","no","no","no",4.637,134,"HTML","no","no","no",2,"small"
"1098",0,"no","yes","no","no","no","no","no","no","no","no",4.615,134,"HTML","no","no","no",2,"small"
"1099",0,"no","yes","yes","yes","no","no","yes","no","no","no",43.642,1403,"HTML","yes","no","no",17,"big"
"1100",0,"no","yes","no","yes","no","no","no","no","no","no",2.746,70,"Plain","no","no","no",5,"small"
"1101",0,"no","yes","no","yes","no","no","no","no","no","no",11.85,297,"HTML","yes","no","no",4,"small"
"1102",0,"no","yes","no","yes","no","no","no","no","no","no",22.901,795,"HTML","yes","no","no",10,"small"
"1103",0,"no","yes","yes","yes","no","no","no","no","no","no",11.05,229,"HTML","no","no","no",4,"small"
"1104",0,"no","yes","no","yes","no","no","no","no","no","no",10.943,363,"HTML","no","no","no",9,"big"
"1105",0,"no","yes","no","no","no","no","no","no","no","no",29.056,705,"HTML","no","no","no",3,"small"
"1106",0,"no","yes","no","no","no","no","yes","no","no","no",8.553,276,"HTML","no","no","no",3,"small"
"1107",0,"no","yes","no","no","no","no","yes","no","yes","no",7.645,186,"HTML","no","no","no",5,"small"
"1108",0,"no","yes","no","no","no","no","no","no","no","no",13.157,251,"HTML","no","no","no",44,"small"
"1109",0,"no","yes","no","no","no","no","no","no","no","no",0.59,21,"Plain","no","no","no",1,"none"
"1110",0,"no","yes","no","no","no","no","no","no","no","no",5.292,93,"HTML","no","no","no",3,"small"
"1111",0,"no","yes","no","no","no","no","yes","no","no","no",24.21,281,"HTML","no","yes","no",6,"small"
"1112",0,"no","yes","no","no","no","no","no","no","no","no",0.768,24,"Plain","no","no","no",0,"none"
"1113",0,"no","yes","no","no","no","no","no","no","no","no",0.715,23,"Plain","no","no","no",0,"none"
"1114",0,"no","yes","no","no","no","no","no","no","no","no",0.712,23,"Plain","no","no","no",0,"none"
"1115",0,"no","yes","no","no","no","no","no","no","no","no",0.711,23,"Plain","no","no","no",0,"none"
"1116",0,"no","yes","no","no","no","no","no","no","no","no",0.711,23,"Plain","no","no","no",0,"none"
"1117",0,"no","yes","no","no","no","no","no","no","no","no",0.711,23,"Plain","no","no","no",0,"none"
"1118",0,"no","yes","no","no","no","no","no","no","no","no",0.713,23,"Plain","no","no","no",0,"none"
"1119",0,"no","yes","no","no","no","no","no","no","no","no",0.712,23,"Plain","no","no","no",0,"none"
"1120",0,"no","yes","no","no","no","no","no","no","no","no",0.725,23,"Plain","no","no","no",0,"none"
"1121",0,"no","yes","no","no","no","no","no","no","no","no",0.727,23,"Plain","no","no","no",0,"none"
"1122",0,"no","yes","no","no","no","no","no","no","no","no",3.348,88,"Plain","no","no","no",0,"small"
"1123",0,"no","yes","no","no","no","no","no","no","no","no",0.73,23,"Plain","no","no","no",0,"none"
"1124",0,"no","yes","no","no","no","no","no","no","no","no",0.728,23,"Plain","no","no","no",0,"none"
"1125",0,"no","yes","no","no","no","no","no","no","no","no",0.728,23,"Plain","no","no","no",0,"none"
"1126",0,"no","yes","no","no","no","no","no","no","no","no",25.98,651,"HTML","no","no","no",1,"small"
"1127",0,"no","yes","no","no","no","no","no","no","no","no",25.694,646,"HTML","no","no","no",1,"small"
"1128",0,"no","yes","no","no","no","no","no","no","no","no",1.525,42,"HTML","no","no","no",0,"big"
"1129",0,"no","yes","no","yes","no","no","no","no","no","no",0.274,9,"Plain","no","no","no",0,"none"
"1130",0,"no","yes","no","no","no","no","no","no","no","no",1.525,40,"Plain","no","no","no",1,"none"
"1131",0,"no","yes","no","no","no","no","no","no","no","no",1.222,30,"Plain","no","no","no",0,"small"
"1132",0,"no","yes","no","no","no","no","no","no","no","no",11.728,232,"HTML","no","no","no",2,"small"
"1133",0,"no","yes","no","no","no","no","yes","no","yes","no",7.779,190,"HTML","no","no","no",5,"small"
"1134",0,"yes","yes","no","no","yes","yes","no","no","no","no",26.526,365,"Plain","no","no","no",0,"small"
"1135",0,"no","yes","no","no","no","no","no","no","no","no",4.826,86,"HTML","no","no","no",5,"small"
"1136",0,"no","yes","no","no","no","no","no","no","no","no",4.776,85,"HTML","no","no","no",5,"small"
"1137",0,"no","yes","no","no","no","no","yes","no","yes","no",7.822,192,"HTML","no","no","no",5,"small"
"1138",0,"yes","yes","no","no","no","no","no","no","no","no",4.271,50,"Plain","no","no","no",0,"small"
"1139",0,"no","yes","no","no","no","no","no","no","no","no",13.236,198,"Plain","no","no","no",0,"big"
"1140",0,"no","yes","no","yes","no","no","no","no","no","no",0.341,6,"Plain","no","no","no",4,"none"
"1141",0,"yes","yes","no","no","no","no","no","no","no","no",9.928,221,"HTML","no","no","no",5,"big"
"1142",0,"no","yes","no","yes","no","no","no","no","no","no",1.029,32,"HTML","yes","no","no",0,"small"
"1143",0,"no","yes","no","yes","no","no","no","no","no","no",0.601,16,"HTML","yes","no","no",2,"small"
"1144",0,"yes","yes","yes","no","no","yes","no","no","no","no",16.442,430,"HTML","no","no","no",20,"big"
"1145",0,"yes","yes","no","no","no","yes","yes","no","no","no",3.488,58,"Plain","no","no","no",3,"small"
"1146",0,"yes","yes","no","no","no","no","no","no","no","no",7.894,125,"Plain","no","no","no",0,"small"
"1147",0,"no","yes","no","no","no","no","no","no","no","no",26.011,652,"HTML","no","no","no",1,"small"
"1148",0,"no","yes","yes","yes","no","no","no","no","no","no",20.382,511,"HTML","yes","no","no",10,"small"
"1149",0,"no","yes","no","no","no","no","no","no","no","no",2.198,42,"Plain","no","no","no",2,"none"
"1150",0,"no","yes","no","no","no","no","yes","no","no","no",19.323,473,"HTML","no","yes","no",10,"small"
"1151",0,"no","yes","no","no","no","no","yes","no","no","no",5.637,148,"HTML","no","yes","no",3,"small"
"1152",0,"no","yes","no","yes","no","no","no","no","no","no",21.218,616,"HTML","yes","no","no",10,"small"
"1153",0,"no","yes","no","no","no","no","yes","no","no","no",10.821,172,"HTML","no","no","no",10,"small"
"1154",0,"no","yes","no","yes","no","no","no","no","no","no",4.812,110,"HTML","no","no","no",0,"small"
"1155",0,"no","yes","no","no","no","no","yes","no","no","no",16.116,363,"HTML","no","yes","no",2,"small"
"1156",0,"no","yes","no","no","no","no","no","no","no","no",1.079,23,"Plain","no","no","no",0,"small"
"1157",0,"no","yes","no","no","no","no","no","no","no","no",2.208,51,"Plain","yes","no","no",0,"small"
"1158",0,"no","yes","no","yes","no","no","no","no","no","no",2.081,56,"HTML","yes","no","no",9,"small"
"1159",0,"no","yes","no","yes","no","no","no","no","no","no",6.433,170,"HTML","yes","no","no",2,"small"
"1160",0,"no","yes","yes","yes","no","no","no","no","no","no",3.732,84,"HTML","yes","no","no",7,"small"
"1161",0,"no","yes","no","yes","no","no","no","no","no","no",5.173,113,"HTML","yes","no","no",4,"small"
"1162",0,"no","yes","yes","yes","no","no","no","no","no","no",4.257,105,"HTML","yes","no","no",7,"small"
"1163",0,"no","yes","yes","yes","no","no","no","no","no","no",3.002,68,"HTML","yes","yes","no",8,"small"
"1164",0,"no","yes","yes","yes","no","no","no","no","no","no",2.457,60,"HTML","yes","no","no",0,"small"
"1165",0,"yes","yes","no","no","no","no","no","no","no","no",1.083,28,"HTML","no","no","no",0,"big"
"1166",0,"yes","yes","no","no","no","no","no","no","no","no",1.157,30,"HTML","no","no","no",0,"big"
"1167",0,"yes","yes","no","no","no","no","no","no","no","no",1.003,28,"HTML","no","no","no",0,"big"
"1168",0,"yes","yes","no","no","no","no","no","no","no","no",1.071,28,"HTML","no","no","no",0,"big"
"1169",0,"no","yes","no","yes","no","no","no","no","no","no",0.659,19,"HTML","no","no","no",0,"none"
"1170",0,"no","yes","no","yes","no","no","no","no","no","no",4.695,108,"HTML","yes","no","no",0,"small"
"1171",0,"no","yes","no","no","no","no","no","no","no","no",0.602,29,"Plain","no","no","no",0,"small"
"1172",0,"no","yes","no","no","no","no","yes","no","no","no",7.826,95,"HTML","no","no","no",0,"big"
"1173",0,"no","yes","no","no","no","no","yes","no","no","no",21.8,276,"HTML","no","yes","no",14,"small"
"1174",0,"yes","yes","no","no","no","no","no","no","no","no",3.352,50,"Plain","no","no","no",0,"big"
"1175",0,"no","yes","no","yes","no","no","no","no","no","no",5.996,146,"HTML","no","no","no",2,"small"
"1176",0,"no","yes","no","yes","no","no","no","no","no","no",3.966,76,"HTML","no","no","no",0,"small"
"1177",0,"no","yes","no","no","no","no","no","no","no","no",5.836,149,"HTML","no","no","no",4,"small"
"1178",0,"no","yes","no","no","no","no","yes","no","yes","no",17.911,385,"HTML","no","no","no",10,"small"
"1179",0,"no","yes","yes","yes","no","no","no","no","no","no",42.5,1314,"Plain","yes","no","no",2,"small"
"1180",0,"no","yes","no","no","no","no","yes","no","yes","no",7.865,193,"HTML","no","no","no",5,"small"
"1181",0,"no","yes","no","no","no","no","no","no","no","no",17.337,276,"HTML","no","no","no",2,"small"
"1182",0,"no","yes","no","no","no","no","no","no","no","no",4.046,107,"HTML","no","no","no",1,"small"
"1183",0,"no","yes","no","no","no","no","no","no","no","no",3.365,91,"HTML","no","no","no",1,"small"
"1184",0,"no","yes","no","yes","no","no","no","no","no","no",0.6,17,"HTML","no","no","no",0,"none"
"1185",0,"no","yes","no","no","no","no","yes","no","no","no",36.28,543,"HTML","no","no","no",7,"small"
"1186",0,"yes","yes","no","no","no","no","no","no","no","no",4.839,104,"HTML","no","no","no",0,"small"
"1187",0,"no","yes","yes","yes","yes","yes","no","no","no","no",15.859,491,"HTML","yes","yes","no",23,"small"
"1188",0,"no","yes","no","no","no","no","yes","no","no","no",5.602,159,"HTML","yes","no","no",12,"big"
"1189",0,"no","yes","no","no","no","no","no","no","no","no",1.06,37,"Plain","yes","no","no",2,"small"
"1190",0,"no","yes","no","yes","no","no","yes","no","no","no",20.004,517,"HTML","yes","no","no",5,"small"
"1191",0,"no","yes","no","no","no","no","no","no","no","no",21.731,287,"HTML","no","no","no",13,"small"
"1192",0,"yes","yes","no","no","no","yes","no","no","no","no",1.096,23,"Plain","no","no","no",0,"none"
"1193",0,"no","yes","no","no","no","no","no","no","no","no",6.634,134,"HTML","no","no","no",2,"small"
"1194",0,"no","yes","no","no","no","no","no","no","no","yes",5.69,128,"HTML","no","no","no",2,"small"
"1195",0,"no","yes","no","no","no","no","yes","no","no","no",23.64,407,"HTML","no","no","no",32,"small"
"1196",0,"yes","yes","no","no","no","no","no","no","no","no",12.039,275,"HTML","no","no","no",5,"big"
"1197",0,"no","yes","no","no","no","no","no","no","no","no",1.664,35,"HTML","no","no","no",0,"small"
"1198",0,"no","yes","no","no","no","no","no","no","no","no",4.614,82,"HTML","no","no","no",1,"small"
"1199",0,"no","yes","no","no","no","no","no","no","no","no",6.912,117,"HTML","no","no","no",1,"small"
"1200",0,"no","yes","no","no","no","no","no","no","no","no",4.54,82,"HTML","no","no","no",1,"small"
"1201",0,"no","yes","no","yes","no","no","no","no","no","no",2.139,60,"HTML","yes","no","no",0,"small"
"1202",0,"no","yes","no","yes","no","no","yes","no","no","no",3.402,80,"HTML","yes","no","no",2,"small"
"1203",0,"no","yes","no","yes","no","no","no","no","no","no",8.667,205,"HTML","yes","no","no",2,"small"
"1204",0,"no","yes","no","no","no","yes","no","no","no","no",21.604,264,"HTML","no","no","no",3,"small"
"1205",0,"yes","yes","yes","no","yes","yes","no","no","no","no",19.117,465,"HTML","no","no","no",26,"big"
"1206",0,"no","yes","no","yes","no","no","no","no","no","no",10.586,264,"HTML","yes","no","no",6,"small"
"1207",0,"no","yes","no","no","no","no","no","no","no","no",0.493,17,"Plain","no","no","no",0,"small"
"1208",0,"no","yes","yes","no","no","no","yes","no","no","no",5.856,237,"HTML","no","no","no",1,"small"
"1209",0,"no","yes","no","no","no","no","no","no","no","no",25.571,643,"HTML","no","no","no",1,"small"
"1210",0,"no","yes","no","no","no","no","no","no","no","no",9.129,114,"HTML","no","no","no",3,"small"
"1211",0,"no","yes","no","no","no","no","no","no","no","no",26.839,665,"HTML","no","no","no",2,"small"
"1212",0,"no","yes","yes","no","no","no","no","no","no","no",0.871,44,"Plain","yes","no","no",0,"small"
"1213",0,"no","yes","yes","no","no","no","no","no","no","no",0.866,44,"Plain","yes","no","no",0,"small"
"1214",0,"no","yes","no","yes","no","no","no","no","no","no",4.274,131,"HTML","yes","no","no",2,"big"
"1215",0,"no","yes","no","no","no","no","no","no","no","no",6.909,117,"HTML","no","no","no",1,"small"
"1216",0,"no","yes","yes","yes","no","no","no","no","no","no",50.57,1548,"Plain","yes","no","no",2,"small"
"1217",0,"no","yes","yes","yes","yes","yes","no","no","no","no",11.768,297,"HTML","yes","yes","no",22,"small"
"1218",0,"no","yes","no","yes","no","no","no","no","no","no",3.494,106,"HTML","yes","no","no",4,"small"
"1219",0,"no","yes","no","no","no","no","no","no","no","no",1.536,16,"Plain","no","no","no",0,"small"
"1220",0,"yes","yes","yes","yes","yes","yes","no","no","no","no",24.501,747,"HTML","yes","yes","no",39,"small"
"1221",0,"no","yes","no","no","no","no","no","no","no","no",26.378,657,"HTML","no","no","no",1,"small"
"1222",0,"no","yes","no","no","no","no","no","no","no","no",26.673,664,"HTML","no","no","no",1,"small"
"1223",0,"no","yes","no","no","no","no","yes","no","no","no",17.658,230,"HTML","no","yes","no",10,"small"
